source_id,ra,dec,phot_g_mean_mag,astrometric_params_solved,astrometric_gof_al,phot_bp_rp_excess_factor,mean_mag_g_fov,median_mag_g_fov,std_dev_mag_g_fov,in_vari_long_period_variable,in_vari_eclipsing_binary,in_vari_classification_result,in_vari_rrlyrae,in_vari_cepheid,in_vari_planetary_transit,in_vari_short_timescale,in_vari_long_period_variable2,in_vari_eclipsing_binary2,in_vari_rotation_modulation,in_vari_ms_oscillator,in_vari_agn,in_vari_microlensing,in_vari_compact_companion
3834459150176681728,150.01255567424153,1.3017942853120323,18.603138,31,-1.1537786,1.2444324,,,,,,,,,,,,,,,,,
3834459837371477120,150.08363696576922,1.3562621075671588,19.342026,31,-0.1465853,1.4417019,,,,,,,,,,,,,,,,,
3834460146609116416,149.99512408117604,1.3427090868956666,17.501173,31,1.9712722,1.1955127,,,,,,,,,,,,,,,,,
3834464956972273152,149.40212486855776,0.9874607678126324,14.28071,31,2.612771,1.19403,,,,,,,,,,,,,,,,,
3834467946269917696,149.32020778185048,1.0106644624755452,20.064318,31,1.142257,1.5378277,,,,,,,,,,,,,,,,,
3834468843917997952,149.28231132318416,1.0265534145963142,16.339054,31,0.10698161,1.2036374,,,,,,,,,,,,,,,,,
3834469045781204352,149.27050542092832,1.0414850156851645,16.177637,31,-0.4977735,1.2760297,,,,,,,,,,,,,,,,,
3834470832487638400,149.46159591591967,1.1358001672921236,19.294012,31,2.269278,1.2246286,,,,,,,,,,,,,,,,,
3834473070165747200,149.61317318269957,1.1384796034364029,15.811621,31,1.599324,1.4279093,,,,,,,,,,,,,,,,,
3834475058735482880,149.69685701950672,1.183184158209029,18.578487,31,-1.9510022,1.249817,,,,,,,,,,,,,,,,,
3834475539771823488,149.65308256983437,1.191639026424686,18.525013,31,2.2212615,1.238713,,,,,,,,,,,,,,,,,
3834476673643173888,149.52501229897788,1.158669612710183,16.50947,31,0.89353824,1.2733674,,,,,,,,,,,,,,,,,
3834476708002908288,149.47974640255458,1.1514051152189329,19.254606,31,-1.2947228,1.2915727,,,,,,,,,,,,,,,,,
3834476914161349888,149.49212864964417,1.1734720108727072,18.71242,31,-1.1469076,1.2471231,,,,,,,,,,,,,,,,,
3834480075257337472,149.5140683153161,1.2758146520487106,17.476118,31,1.1746761,1.2032871,,,,,,,,,,,,,,,,,
3834484026627212800,149.38858724609386,1.212564407125704,18.414165,31,1.4571621,1.1233693,,,,,,,,,,,,,,,,,
3834486294369948928,149.19448906528567,1.2179230084010044,19.25733,31,-0.081420176,1.1753738,,,,,,,,,,,,,,,,,
3834487703119225600,149.21265904163388,1.2263683058040271,18.91476,31,0.7871249,1.193167,,,,,,,,,,,,,,,,,
3834488566407721088,149.19561497210458,1.2503183501775041,14.688922,31,1.3077741,1.2086954,,,,,,,,,,,,,,,,,
3834493509915082624,149.51656760746474,1.3671438995902792,18.237282,31,0.78493166,1.4032755,,,,,,,,,,,,,,,,,
3834495575794346752,149.29629265003342,1.3607689078538177,16.212004,31,0.64740336,1.2169337,,,,,,,,,,,,,,,,,
3834495812017555072,149.33928677002302,1.3705928859295562,18.482376,31,1.6385851,1.2828193,,,,,,,,,,,,,,,,,
3834496366068361088,149.42987784256636,1.3740035072472698,12.095534,31,1.8520584,1.1877779,,,,,,,,,,,,,,,,,
3834496430492848256,149.42813158122976,1.378682935879673,19.352757,31,0.028722702,1.4929967,,,,,,,,,,,,,,,,,
3834496877169206144,149.45013251089608,1.4104648278909038,14.028383,31,-0.09267706,1.2047187,,,,,,,,,,,,,,,,,
3834497774817601024,149.38007088425923,1.4384478568288612,16.311172,31,0.41842547,1.2277799,,,,,,,,,,,,,,,,,
3834498251559023104,149.391966008708,1.4722165790568773,17.28534,31,1.2033188,1.2873282,,,,,,,,,,,,,,,,,
3834504573750838144,149.67528689977158,1.3690157935045832,17.49203,31,0.018233169,1.3963611,,,,,,,,,,,,,,,,,
3834504956002943232,149.67337578576542,1.4004887103005081,17.315666,31,0.44820413,1.1817343,,,,,,,,,,,,,,,,,
3834505810701443712,149.82965476627047,1.4222240374230566,17.497728,31,0.60785407,1.4311396,,,,,,,,,,,,,,,,,
3834511995454367360,149.82495315027603,1.4651613835269248,19.94864,31,0.66715175,1.172239,,,,,,,,,,,,,,,,,
3834512545210193408,149.88062856332238,1.5003759674026667,19.98252,31,1.7280846,1.2527329,,,,,,,,,,,,,,,,,
3834513786455781376,149.85010010241274,1.5617740323121796,13.320827,31,-1.1682343,1.2180356,,,,,,,,,,,,,,,,,
3834517011976158464,149.650628471693,1.440336151413774,20.003286,31,2.5184417,1.1326245,,,,,,,,,,,,,,,,,
3834517080695634048,149.63186296328672,1.4378175045269588,17.88271,31,1.0595704,1.1948391,,,,,,,,,,,,,,,,,
3834523024930581888,149.59231469653437,1.5371248205037884,19.235865,31,-1.0328912,1.2257333,,,,,,,,,,,,,,,,,
3834526701422608256,149.791135895302,1.6185020999143405,16.472755,31,0.49617118,1.2196751,,,,,,,,,,,,,,,,,
3834527564710773760,149.89194817500095,1.609857373149058,15.962614,31,0.9936138,1.203673,,,,,,,,,,,,,,,,,
3834531408706769024,149.76164324336088,1.6464133480089234,18.045284,31,-0.58076686,1.095335,,,,,,,,,,,,,,,,,
3834533504650822272,149.7826127827499,1.771726233766414,18.724684,31,-0.19348145,1.3528984,,,,,,,,,,,,,,,,,
3834581681298747136,148.99999403160803,1.2347521465169773,13.784854,31,2.478393,1.2222366,,,,,,,,,,,,,,,,,
3834682149173688832,149.0200683017566,1.405833977498709,17.167862,31,-1.1908865,1.2418488,,,,,,,,,,,,,,,,,
3834683759786379136,149.26791751297515,1.3984079354610814,18.255152,31,1.8077582,1.241264,,,,,,,,,,,,,,,,,
3834684107678764544,149.2794529815596,1.4209307888872924,15.961042,31,0.6917858,1.2181814,,,,,,,,,,,,,,,,,
3834685550787421184,149.33857023344106,1.4540536701098699,19.059143,31,-0.3721076,1.6576042,,,,,,,,,,,,,,,,,
3834689326064084224,149.17408084109834,1.5251799093427663,18.778135,31,0.44770563,1.4012674,,,,,,,,,,,,,,,,,
3834690288136765056,149.27673888862617,1.542726054472079,18.463102,31,-0.7758472,1.3032641,,,,,,,,,,,,,,,,,
3834698087796841856,148.79533329395434,1.5137602047567225,18.412468,31,-0.29247272,1.4827366,,,,,,,,,,,,,,,,,
3834698298250735488,148.78154592984154,1.530473111444491,19.586489,31,0.29442674,1.2200196,,,,,,,,,,,,,,,,,
3834699359107699840,148.90105915838893,1.5576781338814183,18.61868,31,1.9664034,1.278497,,,,,,,,,,,,,,,,,
3834700389899871360,148.89388602946661,1.6092733566796498,17.087261,31,0.33349535,1.2300308,,,,,,,,,,,,,,,,,
3834702829441302016,149.07538989064335,1.6232092090584684,18.427893,31,-0.82628345,1.4231309,,,,,,,,,,,,,,,,,
3834705097184065152,149.1505309142117,1.706340695358195,18.596237,31,-1.5596737,1.1831071,,,,,,,,,,,,,,,,,
3834709701388938496,149.4430958734902,1.529439547582664,18.564234,31,0.6536161,1.2570235,,,,,,,,,,,,,,,,,
3834713377880991872,149.49680247792045,1.6533540076036914,15.610127,31,1.9238615,1.2195525,,,,,,,,,,,,,,,,,
3834713996356255616,149.3170760818778,1.5856985310686595,19.261095,31,-0.9573237,1.2386411,,,,,,,,,,,,,,,,,
3834714339953654400,149.32682385230478,1.6212643305360566,18.695183,31,0.67828315,1.1726481,,,,,,,,,,,,,,,,,
3834715065803027584,149.28678179227745,1.626571335737759,14.878355,31,2.44937,1.2073042,,,,,,,,,,,,,,,,,
3834715508184772864,149.27852817317498,1.6594040960921914,16.816189,31,1.0341316,1.231982,,,,,,,,,,,,,,,,,
3834716848214592384,149.4892823670792,1.719250754052858,18.767197,31,1.5167288,1.2335515,,,,,,,,,,,,,,,,,
3834720391562462592,149.58975965388674,1.7613937346646555,17.413584,31,1.6034786,1.1699245,,,,,,,,,,,,,,,,,
3834720559066343296,149.692158940738,1.740859393413357,19.724625,31,0.027447518,1.2068497,,,,,,,,,,,,,,,,,
3834723032967507840,149.4911440582577,1.7453532110871401,20.134054,31,0.30783844,1.2757032,,,,,,,,,,,,,,,,,
3834723032967510016,149.49820318990487,1.750888148165892,20.270596,31,0.9043147,1.2290512,,,,,,,,,,,,,,,,,
3834723685802556800,149.5392374592789,1.8031811786659013,18.819086,31,2.068475,1.3321905,,,,,,,,,,,,,,,,,
3834725197631052928,149.56459158950932,1.8230603958753508,20.171062,31,-0.12485239,1.3645737,,,,,,,,,,,,,,,,,
3834728736684076032,149.19439520417154,1.7426916682907692,17.604069,31,-0.7779186,1.4401313,,,,,,,,,,,,,,,,,
3834729217720425856,149.24917297630705,1.7771972721786182,18.07733,31,0.78416127,1.3789083,,,,,,,,,,,,,,,,,
3834730557750223872,149.30163768002566,1.7844350958471873,17.493776,31,0.32355514,1.2899935,,,,,,,,,,,,,,,,,
3834734783998078976,149.2907542389639,1.892284567577268,16.103611,31,-0.4697272,1.1999153,,,,,,,,,,,,,,,,,
3834735161955191552,149.16522071012835,1.8635504493429553,15.49004,31,0.38397244,1.2966506,,,,,,,,,,,,,,,,,
3834737189179755904,149.3951661305566,1.8655486707848536,16.959417,31,0.86703956,1.2520944,,,,,,,,,,,,,,,,,
3834737674510864000,149.41170633342352,1.8996681114037495,15.983458,31,0.89994,1.1959356,,,,,,,,,,,,,,,,,
3834739495576995584,149.44185408064865,1.9330139264182413,15.776721,31,1.173954,1.3040417,,,,,,,,,,,,,,,,,
3834739942253590656,149.53733590187744,1.9758233273925327,18.659586,31,-1.2198987,1.0954295,,,,,,,,,,,,,,,,,
3834741763319688192,149.25457542996259,1.9403379646365861,13.544815,31,1.5892715,1.1974664,,,,,,,,,,,,,,,,,
3834741900758640896,149.26495057885398,1.960033618348499,15.882295,31,-0.022420337,1.3200202,,,,,,,,,,,,,,,,,
3834745405452031616,148.78511729353588,1.5571602476728483,17.602726,31,-0.64045584,1.2621156,,,,,,,,,,,,,,,,,
3834751723348453120,148.71088745634532,1.6875594308196296,15.81743,31,2.8044724,1.1992474,,,,,,,,,,,,,,,,,
3834758359073340544,148.80535244498196,1.7758418816215373,15.312837,31,0.9889856,1.2163095,,,,,,,,,,,,,,,,,
3834759763527404032,148.81110845654248,1.8275569255199804,17.622084,31,0.6307396,1.3952738,,,,,,,,,,,,,,,,,
3834759832246879360,148.78691108448618,1.8185913780891363,17.42523,31,0.3063741,1.2123048,,,,,,,,,,,,,,,,,
3834760351938159872,148.90058495518218,1.8363734563547038,15.558552,31,1.4303052,1.2472087,,,,,,,,,,,,,,,,,
3834761722032501120,148.84025420159966,1.8890882890220335,17.505806,31,-2.0287886,1.1944017,,,,,,,,,,,,,,,,,
3834761898126384896,148.90398399670846,1.888090194874155,17.87503,31,-0.470491,1.3942152,,,,,,,,,,,,,,,,,
3834773958394552832,148.84258264399713,1.9384526713695684,19.033237,31,-1.5521419,1.3499463,,,,,,,,,,,,,,,,,
3834776290561430016,148.68917529956013,1.9444833589726507,17.420273,31,0.96614105,1.274373,,,,,,,,,,,,,,,,,
3834778184642377344,148.698797070397,1.9925402503839738,16.386093,31,1.4973487,1.2022936,,,,,,,,,,,,,,,,,
3834780143147452928,149.08963391114617,1.83556404644083,16.263195,31,-1.3863808,1.1976727,,,,,,,,,,,,,,,,,
3834780207572180992,149.04591359534362,1.8277611240924563,19.20502,31,-0.23007238,1.366655,,,,,,,,,,,,,,,,,
3834780619889054080,149.14629531469652,1.868474972531601,18.82601,31,0.9415711,1.2111967,,,,,,,,,,,,,,,,,
3834782440955198592,149.10895378917843,1.901483594169633,17.143948,31,1.3150187,1.2318311,,,,,,,,,,,,,,,,,
3834786667202573824,149.10127018615714,1.9802128429813857,20.060076,31,0.116358876,1.2836655,,,,,,,,,,,,,,,,,
3834786740217216384,149.0851182997804,1.9892072771798799,16.83607,31,-1.2277633,1.2152902,,,,,,,,,,,,,,,,,
3834786877656171264,149.04630265276944,1.9871504944716396,16.951132,31,0.7315596,1.1918112,,,,,,,,,,,,,,,,,
3834787629275253760,149.02837532002692,2.00134055004145,17.617071,31,-1.7792368,1.3577644,,,,,,,,,,,,,,,,,
3834789931378192128,149.20957855215596,2.0056158223468707,17.392952,31,-1.2304944,1.278942,,,,,,,,,,,,,,,,,
3834794054546352768,149.19327867725298,2.10015411703247,18.256279,31,0.85016364,1.2330484,,,,,,,,,,,,,,,,,
3834794466863209344,149.08057463748372,2.0835156957795005,18.74654,31,0.24642622,1.1460384,,,,,,,,,,,,,,,,,
3834797460455577216,149.2319450022998,2.227113417186071,14.691601,31,0.75123155,1.2130623,,,,,,,,,,,,,,,,,
3834800445457686912,149.0255117581776,2.088362486721195,16.611204,31,1.0968485,1.190279,,,,,,,,,,,,,,,,,
3834801029573241344,148.94519285604088,2.099648754161065,19.902628,31,-0.09742915,1.1896166,,,,,,,,,,,,,,,,,
3834801583624190848,148.99928483829962,2.131425038737414,14.616551,31,-0.87316847,1.2303727,,,,,,,,,,,,,,,,,
3834802751855301632,148.82796311019433,2.0856803644094644,17.96709,31,2.5598128,1.2270002,,,,,,,,,,,,,,,,,
3834802781919895808,148.81532331207669,2.0885981777448213,18.952091,31,-1.8800153,1.1834506,,,,,,,,,,,,,,,,,
3834803675273101312,148.81253396870588,2.119295994827732,18.99997,31,-0.33795297,1.2135798,,,,,,,,,,,,,,,,,
3834805638073303296,148.85347619132023,2.178526671645714,18.544846,31,-0.11032665,1.2496605,,,,,,,,,,,,,,,,,
3834808863593619968,149.13197289938125,2.2148916388776576,18.461649,31,0.7291799,1.2328268,,,,,,,,,,,,,,,,,
3834809241550745344,149.20381455958008,2.232533235403442,18.62631,31,-2.3575046,1.1798328,,,,,,,,,,,,,,,,,
3835122602364690304,151.0036379989308,1.0025603997798032,18.473,31,0.05366617,1.2011117,,,,,,,,,,,,,,,,,
3835169125450434176,150.90976114606946,0.976607794371605,19.38343,31,2.5337026,1.168493,,,,,,,,,,,,,,,,,
3835171599351599872,150.7113477094978,0.9902379294502339,18.106758,31,0.15577286,1.2396452,,,,,,,,,,,,,,,,,
3835172458345071616,150.69934827702522,1.0283006685083642,18.789747,31,0.015958948,1.2140486,,,,,,,,,,,,,,,,,
3835173184194721408,150.74011918024294,1.0789478449955754,18.049044,31,-0.91863185,1.3698379,,,,,,,,,,,,,,,,,
3835173630871273728,150.82957957855584,1.0731397438808363,16.717192,31,-0.89525384,1.2314186,,,,,,,,,,,,,,,,,
3835175069685224448,150.78575797408553,1.1334921983338826,19.81986,31,0.4600762,1.2520908,,,,,,,,,,,,,,,,,
3835176890751345408,150.94202077702224,1.103486799021297,19.903265,31,0.26498085,1.1905301,,,,,,,,,,,,,,,,,
3835179261573331328,151.06162798591663,1.1959158587333956,20.089092,31,0.11098254,1.1781666,,,,,,,,,,,,,,,,,
3835180777696846848,150.94609370256435,1.1822761319236668,16.102722,31,0.07955654,1.2315916,,,,,,,,,,,,,,,,,
3835181430531878400,150.87331297320873,1.1865098099752862,14.04951,31,0.12353454,1.2519917,,,,,,,,,,,,,,,,,
3835181494956323200,150.84157681092609,1.1915814794434472,18.747551,31,0.17543697,1.335193,,,,,,,,,,,,,,,,,
3835181907273199232,150.93320813408255,1.2244998012201376,18.270924,31,0.96709013,1.1541499,,,,,,,,,,,,,,,,,
3835182594467967232,150.9781503315742,1.225989038348576,17.124716,31,-1.1054591,1.2265563,,,,,,,,,,,,,,,,,
3835185553700492160,150.68075213916237,1.1315618032131636,15.2293,31,2.1759639,1.2012503,,,,,,,,,,,,,,,,,
3835185686844363776,150.5867420482381,1.0963162772821484,19.46741,31,0.43172657,1.1675631,,,,,,,,,,,,,,,,,
3835186923794970496,150.73485718348763,1.1558754075022024,15.062523,31,-1.0338857,1.2106444,,,,,,,,,,,,,,,,,
