visitId,detectorId,date,flux,flux_err,psfFlux,psfFluxErr,scienceFlux,scienceFluxErr,magLim,skyBg,skyNoise,starEMedian,psfSigma,quality_flag,mag,mag_err,flux_calib_njy,flux_calib_err_njy
2025062900662,162,2025-06-30 06:40:37.466205,177074.03541959694,2182.575452573901,-3834.574951171875,406.0278625488281,61807.1328125,407.4096984863281,23.31662368774414,1683.9967041015625,42.41146469116211,0.04192512482404709,3.398944616317749,True,18.279612788169366,0.013382544667605103,177074.03541959694,2182.575452573901
2025062900663,162,2025-06-30 06:41:15.084805,180302.46039568237,2121.947149754972,-2891.22998046875,395.4228515625,61336.15234375,403.4212341308594,23.32563018798828,1636.14453125,41.71933364868164,0.07055500149726868,3.3943185806274414,True,18.25999586720706,0.012777833646952626,180302.46039568237,2121.947149754972
2025062900664,162,2025-06-30 06:41:52.712423,182003.76128278105,2127.6069513501307,-3186.1904296875,387.2597351074219,59868.34765625,391.37664794921875,23.366689682006836,1605.4462890625,41.263938903808594,0.13410936295986176,3.329211473464966,True,18.249799092022506,0.012692154713147955,182003.76128278105,2127.6069513501307
2025062900665,162,2025-06-30 06:42:30.317137,184808.49472125305,2119.5947642058964,-3468.94921875,392.77349853515625,61536.37890625,399.36016845703125,23.344663619995117,1634.11376953125,41.656620025634766,0.11087514460086823,3.351539373397827,True,18.23319517578522,0.012452462092639182,184808.49472125305,2119.5947642058964
2025070300404,156,2025-07-04 05:09:55.470839,185144.73808562796,3286.842198302703,,,,,22.5557804107666,3263.85400390625,57.910301208496094,0.025828270241618156,4.4475321769714355,True,18.231221565812596,0.019274885211015686,185144.73808562796,3286.842198302703
2025070300405,156,2025-07-04 05:10:32.994334,189431.51302896778,3342.3895960403206,,,,,22.477489471435547,3265.50732421875,57.79388427734375,0.07342801988124847,4.653411865234375,False,18.20636942980284,0.019157073376027657,189431.51302896778,3342.3895960403206
2025070300406,156,2025-07-04 05:11:10.971920,187344.31752846536,3299.8923594727294,,,,,22.594654083251953,3236.107177734375,57.54753112792969,0.0659990906715393,4.374593257904053,True,18.218398688150273,0.01912421285977832,187344.31752846536,3299.8923594727294
2025070300407,156,2025-07-04 05:11:48.738213,184573.48703782514,3093.122424294272,,,,,22.653120040893555,3266.98193359375,57.812232971191406,0.04386022686958313,4.172680854797363,True,18.23457670708518,0.018195002195073116,184573.48703782514,3093.122424294272
2025071700351,167,2025-07-18 04:29:01.729887,185668.48787263368,2589.0725952069242,-3140.9140625,424.009521484375,52776.42578125,431.1419982910156,23.202560424804688,2572.9677734375,51.5810432434082,0.10125645250082016,3.0111379623413086,True,18.228154498921075,0.015140155906755659,185668.48787263368,2589.0725952069242
2025071700352,167,2025-07-18 04:29:39.444875,179175.8227716377,2572.096524118738,-3235.362548828125,415.7088317871094,51189.9140625,421.6139831542969,23.23263168334961,2582.28759765625,51.69342803955078,0.08166898041963577,2.870932102203369,True,18.266801481456618,0.015585910393320697,179175.8227716377,2572.096524118738
